id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,policy_code,tot_cur_bal,total_rev_hi_lim
1771,2400,2400,2400, 36 months,14.33,82.42,C,C1,beverlywooddental,5 years,MORTGAGE,35000,n,credit_card,Credit card refinancing,CA,27.91,0,Mar-1994,0,11,0,22467,68.9,24,f,0,0,186.9,33.642,1,22467,32600
1772,8000,8000,7950, 36 months,12.12,266.18,B,B3,San Diego Community College District,10+ years,RENT,25000,n,credit_card,payoff,CA,29.33,0,Aug-1988,0,9,0,14918,55.7,11,f,1292.53,1284.43,0,0,1,28133,26800
1773,4200,4200,4175, 36 months,16.82,149.36,E,E2,ARUP Laboratories,4 years,RENT,34000,n,other,Two Jobs/Solid Work History,UT,16.02,0,Feb-1999,0,3,0,4227,93.9,15,f,0,0,156.94,1.66,1,,
1774,10000,10000,9950, 36 months,13.67,340.18,B,B5,FUEL TANKER DRIVER,2 years,RENT,70000,n,debt_consolidation,FREEDOM,AZ,27.65,0,Mar-1999,0,7,0,4787,63,19,f,3795.34,3776.36,0,0,1,107326,7600
1775,35000,35000,35000, 36 months,15.61,1223.77,D,D1,Instrument & Electrical,4 years,MORTGAGE,86000,n,debt_consolidation,Debt consolidation,AZ,29.18,1,Aug-2002,0,9,0,16451,83.1,31,w,30236.56,30236.56,0,0,1,236912,19800
1776,10000,10000,10000, 60 months,22.99,281.85,F,F1,pharmacy ,10+ years,OWN,29500,n,debt_consolidation,Debt consolidation,WI,20.55,0,May-2004,1,10,1,9910,72.3,22,f,9015.4,9015.4,0,0,1,87228,13700
1777,35000,35000,35000, 60 months,22.7,980.65,E,E5,Hi tech pharmacal,2 years,MORTGAGE,96000,n,debt_consolidation,My debt fixer,NY,22.11,0,May-1994,3,15,0,34687,86.9,43,w,0,0,4647.24,46.47239999,1,389606,39900
1778,8725,8725,8725, 36 months,14.65,300.97,C,C5,Liquor Control Investigator II,3 years,RENT,46188,n,debt_consolidation,Debt consolidation,HI,22.92,1,Jun-1993,1,29,1,4012,17.5,36,w,7522.09,7522.09,0,0,1,84736,22900
1779,12000,12000,11950, 36 months,12.35,400.59,B,B4,ProperHair,1 year,RENT,50000,n,credit_card,Credit card refinancing,CA,22.68,0,Apr-2003,0,11,0,11672,70.7,20,f,0,0,1107.55,199.359,1,52741,16500
1780,12000,12000,12000, 36 months,11.44,395.37,B,B4,Research Fellow,5 years,RENT,50000,n,debt_consolidation,Debt consolidation,NY,23.96,0,Aug-2001,1,13,0,14846,60.1,27,f,9066.65,9066.65,0,0,1,61093,24700
1781,6000,6000,6000, 36 months,9.71,192.79,B,B1,Walmart,10+ years,MORTGAGE,23000,n,debt_consolidation,my Loan,KY,25.62,0,Aug-1979,0,9,1,5133,65,17,f,0,0,0,0,1,96617,7900
1782,12175,12175,12175, 36 months,8.9,386.6,A,A5,Premier Digital Services,1 year,RENT,35000,n,debt_consolidation,Debt Consolidation & India Trip ,CA,26.64,0,Jan-2001,0,5,0,12176,71.2,8,f,0,0,0,0,1,19990,17100
1783,4200,4200,4200, 36 months,10.15,135.82,B,B2,IT project management,2 years,RENT,92000,n,debt_consolidation,Debt consolidation,VA,23.42,2,Jul-1996,0,10,0,16371,82.7,31,f,0,0,0,0,1,60509,19800
1784,12000,12000,7000.467022, 36 months,9.99,387.15,B,B4,Solace pain management & rehab,1 year,MORTGAGE,33600,n,debt_consolidation,Debt Consolidation Loan,MD,17.75,0,Mar-2005,1,6,0,12041,75.3,11,f,0,0,306.24,3.09,1,,
1785,6700,6700,6700, 36 months,19.52,247.37,E,E2,Elderly care,6 years,MORTGAGE,15000,n,debt_consolidation,Debt consolidation,CA,14.56,0,Apr-2007,0,5,0,5764,57.6,5,f,5210.35,5210.35,0,0,1,5764,10000
1786,8500,8500,8500, 36 months,9.99,274.24,B,B3,SUPERINTENDANT,10+ years,RENT,57000,n,debt_consolidation,Debt consolidation,CA,22.67,0,Sep-2003,0,8,0,4337,51,26,w,7884.47,7884.47,0,0,1,123591,8500
1787,9000,9000,9000, 36 months,12.49,301.04,B,B5,Teacher,10+ years,MORTGAGE,50000,n,debt_consolidation,Debt consolidation,KY,33.61,0,Sep-1995,1,8,1,6856,77,45,w,0,0,0,0,1,195639,8900
1788,30000,30000,30000, 36 months,10.15,970.13,B,B2,Technology Director,3 years,MORTGAGE,110000,n,credit_card,Credit card refinancing,IN,19.61,0,Feb-1999,1,12,0,15195,60.5,34,f,15301.24,15301.24,0,0,1,207551,25100
1789,7250,7250,7250, 36 months,8.39,228.5,A,A5,CBP Officer,7 years,MORTGAGE,100000,n,debt_consolidation,Debt consolidation,CA,25.45,1,Feb-2005,0,12,0,5842,28.9,24,f,0,0,0,0,1,261167,20200
1790,12000,12000,12000, 36 months,11.14,393.67,B,B2,crown cork& seal,10+ years,MORTGAGE,65000,n,debt_consolidation,debtrelief,PA,19.96,0,Oct-1994,0,11,1,15867,88.6,25,f,1914.55,1914.55,0,0,1,212026,17900
1791,23825,23825,23825, 60 months,14.31,558.21,C,C4,District Manager,< 1 year,MORTGAGE,84000,n,debt_consolidation,Debt consolidation,GA,26.43,0,May-1999,0,13,1,14094,41,35,f,0,0,4086.7,735.606,1,243495,34400
1792,1200,1200,1200, 36 months,12.99,40.43,B,B4,MSR Instructor/Paraprofessional,5 years,MORTGAGE,70000,n,debt_consolidation,Christmas,KS,18.57,0,Sep-1993,0,21,0,13105,48,41,f,0,0,0,0,1,112766,27300
1793,12000,12000,12000, 36 months,10.99,392.81,B,B4,Cashier/Stocker,7 years,MORTGAGE,30000,n,debt_consolidation,Debt consolidation,MA,28.64,0,Mar-2000,1,13,0,12542,35.7,18,f,9662.83,9662.83,0,0,1,16563,35100
1794,3825,3825,3825, 36 months,18.75,139.73,D,D3,Aunt Martha's Youth Service Center,2 years,RENT,22000,n,debt_consolidation,Consolidation,IL,22.85,0,Sep-2005,1,10,0,5462,59.4,16,f,0,0,234.55,2.345500003,1,8047,9200
1795,15000,15000,15000, 36 months,12.29,500.3,C,C1,Permit To Work Coordinator,3 years,MORTGAGE,84000,n,debt_consolidation,Debt consolidation,TX,15.56,0,Dec-2009,1,6,0,5280,53.9,10,f,12497.43,12497.43,0,0,1,58058,9800
1796,14600,14600,14600, 36 months,19.99,542.52,E,E3,Dealer,10+ years,MORTGAGE,43000,n,other,Other,CA,20.21,0,Apr-1999,1,13,0,11521,65.1,25,f,11372.28,11372.28,0,0,1,204664,17700
1797,2000,2000,2000, 36 months,12.85,67.25,B,B4,Advisor,10+ years,RENT,95000,n,debt_consolidation,Debt consolidation,VA,21.76,0,Aug-1971,0,15,0,8075,59.8,48,f,927.09,927.09,0,0,1,122017,13500
1798,18200,18200,18200, 36 months,6.24,555.67,A,A2,Chief Academic Officer,3 years,RENT,112000,n,credit_card,Credit card refinancing,SC,8.51,0,Jul-2002,0,6,0,3903,11.3,14,w,17738.97,17738.97,0,0,1,249480,34500
1799,30000,30000,29975, 60 months,25.8,894.67,G,G1,,2 years,RENT,90000,n,other,marketing and expansion,FL,0.88,0,Dec-2000,3,3,0,2209,6.5,6,f,23071.72,23052.49,0,0,1,2209,34100
1800,19750,19750,3860.24838, 36 months,14.11,676.02,D,D1,RETIRED KCFD / LOWES,3 years,MORTGAGE,65000,n,debt_consolidation,russell,MO,18.85,0,Aug-1986,1,8,0,11667,33.1,24,f,0,0,2660.33,520.0782,1,,
1801,12450,12450,12450, 36 months,15.61,435.32,C,C4,Beverage captain ,5 years,OWN,35000,n,debt_consolidation,Debt consolidation,PA,26.51,2,Jun-2008,1,14,0,3858,40.6,23,w,0,0,0,0,1,30956,9500
1802,13150,13150,13150, 60 months,17.14,327.81,D,D4,Division HR Manager,3 years,RENT,137200,n,credit_card,Credit card refinancing,IL,9.75,0,Dec-2002,3,8,2,6123,65.1,24,w,10997.46,10997.46,0,0,1,70414,9400
1803,15000,15000,14975, 36 months,9.71,481.97,B,B1,Southland Publishing,5 years,RENT,40000,n,debt_consolidation,Get out of Debt Fast,CA,19.05,0,Feb-2001,0,9,0,15046,57.2,20,f,0,0,0,0,1,15046,26300
1804,15000,15000,14450, 60 months,10.65,323.53,B,B2,U.S. Border Patrol,10+ years,MORTGAGE,140000,n,debt_consolidation,debt consolidation,AZ,13.95,0,Apr-1999,0,7,0,7459,32.9,15,f,0,0,0,0,1,,
1805,5000,5000,5000, 36 months,8.67,158.24,B,B1,Aspetic Tech,2 years,MORTGAGE,34500,n,debt_consolidation,Debt consolidation,NC,13.29,1,Oct-2002,0,14,1,1367,8.3,37,f,3738.37,3738.37,0,0,1,46380,16500
1806,32625,32625,32625, 60 months,19.19,849.73,E,E3,Counsler ,3 years,MORTGAGE,68000,n,credit_card,Credit card refinancing,OH,25.48,0,Dec-2006,1,14,0,28008,61.7,41,w,0,0,0,0,1,160223,45400
1807,20800,20800,20800, 60 months,21.98,574.24,E,E4,American Medical Technologies,6 years,MORTGAGE,77380,n,credit_card,My Debt Free Plan,TX,25.91,0,Feb-2000,1,11,0,28790,85.9,40,f,0,0,2781.08,27.8108,1,176429,33500
1808,31850,31850,31850, 36 months,18.25,1155.46,E,E1,Medical Technologist,< 1 year,RENT,63722,n,credit_card,Credit card refinancing,MD,35.5,0,Jan-2001,0,17,0,44563,82.1,23,f,27667.32,27667.32,0,0,1,123229,54300
1809,10000,10000,10000, 36 months,15.31,348.18,C,C2,First choice copy,9 years,MORTGAGE,68000,n,home_improvement,Change bath room and furniture,NY,12.77,0,Dec-2003,1,13,0,18197,54.8,20,f,0,0,454.84,4.5484,1,23092,29800
1810,15000,15000,15000, 60 months,15.61,361.67,C,C5,Polygraph Examiner,< 1 year,RENT,72000,n,credit_card,Credit card refinancing,CO,13.7,0,Oct-1977,1,13,0,10445,52,20,w,11854.03,11854.03,0,0,1,56546,20100
1811,12000,12000,12000, 36 months,11.53,395.89,B,B5,accounts manager,10+ years,RENT,63000,n,debt_consolidation,Debt consolidation,NY,18.93,0,Jan-2005,1,11,0,18898,65,25,w,10861.36,10861.36,0,0,1,31784,28900
1812,6000,6000,6000, 36 months,14.33,206.03,C,C2,home depot,10+ years,MORTGAGE,42000,n,debt_consolidation,pay off credit cards,NM,20.11,0,Dec-1993,2,10,0,5844,70.4,25,f,0,0,564.49,101.6082,1,110384,8300
1813,27575,27575,27575, 60 months,21.48,753.47,E,E2,order selector,< 1 year,OWN,60000,n,major_purchase,Major purchase,PA,28.96,0,May-1995,0,13,0,8991,47.3,49,f,21020.56,21020.56,0,0,1,42080,19000
1814,20000,20000,20000, 36 months,5.32,602.3,A,A1,Vice President,9 years,RENT,136500,n,credit_card,Credit card refinancing,MD,6.94,0,Aug-2000,0,9,0,19501,30.2,22,w,19486.37,19486.37,0,0,1,199096,64600
1815,6000,6000,6000, 36 months,13.65,204.05,C,C1,Server,< 1 year,RENT,45000,n,credit_card,Credit card refinancing,NY,14.03,0,Jan-2003,0,8,1,12653,68.4,14,w,2799.19,2799.19,0,0,1,21909,18500
1816,7600,7600,7600, 36 months,12.12,252.87,B,B3,Duke and the Doctor,1 year,MORTGAGE,40000,n,debt_consolidation,Easy Money ,AL,22.23,0,Jul-2003,0,19,2,9806,35.3,33,w,899.31,899.31,0,0,1,155310,27800
1817,20000,20000,20000, 36 months,10.99,654.68,B,B2,,1 year,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,WA,21.41,0,Mar-1996,0,11,0,46439,88.6,26,f,7659.66,7659.66,0,0,1,519377,52400
1818,35000,35000,35000, 60 months,12.29,783.7,C,C1,Associate,10+ years,RENT,145000,n,credit_card,Credit card refinancing,NY,21.98,0,Nov-1980,0,8,0,45372,66.3,15,w,31473.59,31473.59,0,0,1,85104,68400
1819,6000,6000,6000, 36 months,13.35,203.18,C,C2,utilization review,< 1 year,RENT,33000,n,debt_consolidation,Debt consolidation,GA,25.13,0,Feb-2002,1,9,1,3752,40.3,42,f,3945.1,3945.1,0,0,1,80378,9300
1820,14000,14000,14000, 36 months,9.67,449.58,B,B1,Platoon SGT,10+ years,MORTGAGE,60000,n,credit_card,Credit card refinancing,FL,11.97,1,Jul-1997,1,6,0,7199,28.2,18,w,6327.92,6327.92,0,0,1,236247,25500
1821,15000,15000,15000, 60 months,22.2,416,E,E4,Manta Media,2 years,RENT,88000,n,credit_card,Credit Card Pay-Off,OH,14.77,0,May-1995,0,9,0,27652,94.4,17,w,0,0,0,0,1,34580,29300
1822,4000,4000,4000, 36 months,18.24,145.1,D,D5,Accounting/Administration,10+ years,RENT,81000,n,debt_consolidation,Debt consolidation,LA,24.89,1,Nov-1993,1,13,0,9490,71.4,27,f,0,0,0,0,1,44222,13300
1823,3500,3500,3500, 36 months,13.23,118.32,C,C1,hotel marriott,4 years,RENT,40000,n,moving,3500,NY,0.45,0,Jul-2003,0,6,1,483,12.7,12,f,0,0,0,0,1,,
1824,13000,13000,13000, 60 months,17.57,327.09,D,D2,field tech,10+ years,OWN,130000,n,debt_consolidation,Debt consolidation,NY,15.91,2,Nov-1996,1,11,0,10742,75.6,27,f,0,0,0,0,1,26578,14200
1825,31175,31175,31175, 36 months,13.66,1060.35,C,C3,Teacher,10+ years,MORTGAGE,65000,n,debt_consolidation,Debt consolidation,MI,35.34,2,Nov-1989,1,18,0,34884,36.1,46,w,24528.81,24528.81,0,0,1,185872,96500
1826,24000,24000,24000, 60 months,19.52,629.47,D,D4,Rocky MT regonial Manager,7 years,OWN,84300,n,credit_card,Credit Card Dept,UT,20.61,0,Feb-2007,0,11,0,6995,64.8,15,f,17396.18,17396.18,0,0,1,359618,10800
1827,17000,17000,17000, 36 months,6.62,521.97,A,A2,AVOS Systems,7 years,RENT,150000,n,debt_consolidation,Credit Card and Vacation Expenses,CA,1.95,1,Jan-2001,1,10,0,4758,22.5,22,f,0,0,0,0,1,5002,21100
1828,20550,20550,20550, 60 months,13.18,469.48,C,C3,HIPAA Program Analyst ,6 years,RENT,72000,n,debt_consolidation,Debt consolidation,CA,23.13,1,Sep-1996,0,10,0,3915,48.3,23,w,20059.78,20059.78,0,0,1,56234,8100
1829,8750,8750,8750, 36 months,21.18,330.47,E,E3,Dentist,5 years,RENT,70000,n,moving,Moving and relocation,TN,32.06,1,Jul-1996,3,14,0,15579,52.8,36,f,0,0,0,0,1,522098,29500
1830,1200,1200,1200, 36 months,15.61,41.96,D,D1,,n/a,RENT,20000,n,debt_consolidation,Debt consolidation,SC,28.69,1,Oct-2011,0,8,0,4757,56.6,10,w,0,0,0,0,1,22280,8400
1831,13625,13625,13625, 60 months,16.29,333.44,D,D2,Computer Programmer,4 years,MORTGAGE,85000,n,moving,Moving and relocation,MN,5.83,1,Mar-1990,1,11,1,5444,27.6,28,w,11173.18,11173.18,0,0,1,182245,19700
1832,12000,12000,12000, 60 months,15.99,291.76,D,D2,Account management,1 year,RENT,66100,n,debt_consolidation,Debt consolidation,MN,33.24,0,Jul-1998,0,9,0,12982,45.2,18,f,10748,10748,0,0,1,58541,28700
1833,9000,9000,9000, 36 months,15.31,313.36,C,C2,Rakuten Linkshare,5 years,RENT,68000,n,credit_card,enhance,CA,18.74,0,Jan-1998,1,15,0,21143,68.6,28,f,2085.83,2085.83,0,0,1,54462,30800
1834,6400,6400,6400, 36 months,21,241.13,E,E2,,n/a,MORTGAGE,40000,n,other,car pay off,TX,24.66,0,Oct-1999,2,12,0,12478,43.8,32,w,1146.86,1146.86,0,0,1,30816,28500
1835,4425,4425,4425, 36 months,19.52,163.37,E,E3,warehouse,5 years,RENT,37648,n,debt_consolidation,Debt consolidation,AL,20.75,0,Nov-2004,1,13,2,5880,56.5,27,f,3952.95,3952.95,0,0,1,19222,10400
1836,4000,4000,4000, 36 months,9.76,128.62,B,B1,Illinois Lottery,6 years,MORTGAGE,45420,n,debt_consolidation,Consolidation,IL,19.52,1,Jan-1998,0,6,0,11229,82,17,f,0,0,0,0,1,,
1837,16000,16000,16000, 60 months,12.99,363.97,C,C2,"Licensed Professional Counselor, Co-Dire",7 years,MORTGAGE,98000,n,debt_consolidation,Debt consolidation,OR,34.5,0,Jun-1985,0,48,0,35097,30.5,91,f,13569.42,13569.42,0,0,1,423286,115100
1838,3000,3000,3000, 36 months,6.62,92.12,A,A2,CENTRAL OHIO PRIMARY CARE PHYSICIANS,10+ years,RENT,56000,n,debt_consolidation,PAY BILLS,OH,13.26,0,Sep-1994,0,6,0,1449,13.8,17,f,0,0,0,0,1,,
1839,8800,8800,8800, 60 months,17.57,221.41,D,D4,Teller Manager,7 years,RENT,36000,n,debt_consolidation,Debt consolidation,FL,24.23,0,Oct-2006,1,25,0,8497,36.8,32,w,7144.69,7144.69,0,0,1,141499,23100
1840,11000,11000,11000, 60 months,23.5,313.27,F,F1,Chase,5 years,MORTGAGE,34000,n,credit_card,refinance pay credit cards,FL,8.96,0,Sep-2006,4,6,0,10929,88.9,12,f,0,0,1408.1,14.081,1,145563,12300
1841,5000,5000,5000, 36 months,9.67,160.57,B,B1,Truck Driver,10+ years,MORTGAGE,75000,n,debt_consolidation,Debt consolidation,WA,20.7,0,Jul-2003,0,13,0,7236,46.7,26,w,2680.13,2680.13,0,0,1,182326,15500
1842,18000,18000,18000, 36 months,9.17,573.83,B,B1,Letter Carrier,10+ years,MORTGAGE,75000,n,debt_consolidation,Debt consolidation,WA,15.49,0,Feb-2001,3,22,0,37229,67.3,56,f,9615.47,9615.47,0,0,1,304904,55300
1843,11325,11325,11275, 36 months,11.14,371.52,B,B2,Steak Loft,10+ years,RENT,33000,n,debt_consolidation,Dept consolidation,CT,14.18,0,Aug-2000,0,6,0,12020,69.5,11,f,1138.03,1133,0,0,1,29960,17291
1844,10000,10000,10000, 36 months,11.53,329.91,B,B5,rssr,3 years,RENT,63000,n,debt_consolidation,Debt consolidation,AZ,20.53,0,Apr-2005,0,11,0,15835,86.5,24,w,9291.76,9291.76,0,0,1,98482,18300
1845,9550,9550,9550, 36 months,20.2,355.89,E,E3,,n/a,MORTGAGE,34685.52,n,debt_consolidation,Debt consolidation,NC,37.27,0,Jun-1990,2,14,1,22446,55.7,22,f,6001,6001,0,0,1,113543,40300
1846,5000,5000,4975, 36 months,10.36,162.19,B,B5,Itentive Healthcare Solutions,4 years,RENT,42100,n,credit_card,Credit Card Payoff,NY,16.82,0,Dec-1999,2,10,1,6042,50.8,20,f,0,0,0,0,1,,
1847,19400,19400,19400, 60 months,19.19,505.28,E,E3,Legal Assistant,10+ years,MORTGAGE,77000,n,credit_card,Credit card refinancing,IL,14.98,0,Sep-1995,1,7,0,14762,108.5,23,w,19006.8,19006.8,0,0,1,223226,13600
1848,2000,2000,2000, 36 months,13.48,67.85,C,C3,banamex usa,10+ years,RENT,59000,n,credit_card,less for more,CA,13.24,0,Jun-1994,0,4,0,3533,72.1,13,f,0,0,0,0,1,,
1849,2475,2475,2450, 36 months,15.05,85.87,D,D4,US Military,10+ years,RENT,72000,n,debt_consolidation,Debt Consolidation,CA,19.87,0,Jan-1996,2,14,0,5517,34.1,31,f,0,0,52,0.67,1,,
1850,16000,16000,16000, 60 months,19.52,419.65,E,E2,wire technician,5 years,RENT,58000,n,debt_consolidation,Debt consolidation,FL,37.95,0,Sep-2002,1,12,0,34052,78.5,23,w,14097,14097,0,0,1,60546,43400
1851,15000,15000,15000, 36 months,20.99,565.05,E,E4,Accountant,10+ years,MORTGAGE,77854,n,debt_consolidation,Debt consolidation,OH,16.49,0,May-2003,5,16,0,13682,51.6,32,f,0,0,0,0,1,26937,26500
1852,5000,5000,5000, 36 months,9.17,159.4,B,B1,Office Manager,10+ years,MORTGAGE,39955,n,home_improvement,Home improvement,IL,10.87,1,Nov-1979,0,19,0,6270,21,33,f,0,0,0,0,1,199380,29900
1853,13200,13200,13175, 60 months,16.59,325.16,D,D1,Sr. Billing Coordinator,10+ years,MORTGAGE,52000,n,debt_consolidation,Debt consolidation,MA,16.32,0,Feb-1993,1,7,0,5546,56,24,f,0,0,1719.74,309.5532,1,259437,9900
1854,17600,17600,17600, 36 months,15.31,612.79,C,C2,Lockheed Martin Space Systems Co.,10+ years,MORTGAGE,56000,n,debt_consolidation,DebtConsol,LA,25.71,0,Jun-1995,3,13,0,21894,52.4,36,w,0,0,0,0,1,157396,41800
1855,8075,8075,8075, 36 months,13.06,272.32,C,C2,hama-hama inc,4 years,RENT,54000,n,debt_consolidation,Debt consolidation,NY,24.38,0,Mar-2002,1,14,0,36640,85.8,25,f,0,0,0,0,1,,
1856,7550,7550,7500, 36 months,12.12,251.21,B,B3,Glenmoor Country Club,10+ years,RENT,31000,n,credit_card,Credit Payoff,CO,9.41,0,Jun-2005,0,7,1,7604,56.3,9,w,0,0,0,0,1,7604,13500
1857,16000,16000,16000, 60 months,21.6,438.28,E,E3,Winner Distributors,6 years,MORTGAGE,38000,n,debt_consolidation,Bill Freedom,MD,20.49,0,Jun-1999,0,8,0,7371,82.8,18,f,0,0,0,0,1,16330,8900
1858,10000,10000,10000, 60 months,18.25,255.3,E,E1,barista,4 years,RENT,50000,n,credit_card,Credit card refinancing,NY,6.05,0,Mar-1996,2,4,0,10927,27.9,16,w,9792,9792,0,0,1,10927,39200
1859,5000,5000,5000, 36 months,13.98,170.84,C,C1,Supervisor,10+ years,MORTGAGE,150000,n,small_business,3D Printing,MO,13,0,Sep-2001,3,7,0,24488,91,28,w,0,0,590.13,5.9013,1,235735,26900
1860,19800,19800,19800, 60 months,14.49,465.76,C,C4,sergeant,10+ years,MORTGAGE,60000,n,debt_consolidation,Debt consolidation,WI,21.22,0,Sep-1994,1,15,0,23665,34.1,45,w,0,0,0,0,1,259166,69400
1861,33875,33875,33875, 60 months,24.99,994.08,F,F4,RN,7 years,RENT,160000,n,debt_consolidation,Debt consolidation,CA,19.18,0,Nov-2001,0,18,1,26949,88.1,37,w,33586.37,33586.37,0,0,1,227815,30600
1862,20000,20000,20000, 60 months,14.65,472.14,C,C5,Assistant Course Director,9 years,RENT,45895,n,debt_consolidation,Debt consolidation,FL,31.69,0,Jul-1998,0,29,0,18826,30.4,54,f,19307.7,19307.7,0,0,1,120674,62000
1863,22000,22000,22000, 60 months,16.99,546.64,D,D3,flexo operator,3 years,OWN,48000,n,credit_card,Credit card refinancing,NY,23.65,0,Dec-2003,1,10,0,14079,44.7,22,w,17810.31,17810.31,0,0,1,30149,31500
1864,12375,12375,12375, 36 months,13.66,420.91,C,C3,PMCI,9 years,MORTGAGE,40000,n,debt_consolidation,Debt consolidation,OH,22.7,0,Nov-1999,0,13,0,31844,93.9,17,f,0,0,2110.42,379.8756,1,204839,33900
1865,20000,20000,20000, 60 months,15.41,480.12,D,D1,network admin,2 years,RENT,75000,n,debt_consolidation,Debt consolidation,KS,18.24,0,Nov-1995,1,17,1,12283,79.2,27,f,19776.71,19776.71,0,0,1,35985,15500
1866,19000,19000,19000, 36 months,21.98,725.43,E,E4,Agua Caliente Casino,8 years,MORTGAGE,62000,n,debt_consolidation,Debt Consolidation Loan,CA,8.99,0,Jun-2002,2,10,0,12566,61.3,14,f,0,0,0,0,1,15589,20500
1867,18000,18000,18000, 36 months,10.15,582.08,B,B2,Superintendent of Schools,1 year,MORTGAGE,95500,n,debt_consolidation,Debt consolidation,MN,25,4,Oct-1987,2,28,0,30070,37.5,52,f,9680.9,9680.9,0,0,1,329734,80100
1868,20000,20000,19725, 36 months,9.91,644.5,B,B1,K.M. Davis Contracting,10+ years,MORTGAGE,78000,n,debt_consolidation,Debt Consolidation ,GA,18.75,0,May-1994,0,6,0,40967,67.7,28,f,0,0,0,0,1,,
1869,13200,13200,13200, 60 months,13.35,302.72,C,C2,Engineer,3 years,RENT,54000,n,debt_consolidation,Debt consolidation,FL,15.87,0,Jun-2006,0,9,0,12111,64.4,20,f,0,0,1801.69,324.3042,1,52084,18800
1870,6000,6000,6000, 36 months,16.29,211.81,D,D2,registered nurse,2 years,RENT,89000,n,moving,Moving and relocation,AZ,2.51,1,Sep-1998,3,9,0,2661,32.1,35,w,0,0,0,0,1,76475,8300
1871,21000,21000,17861.17193, 60 months,20.4,561.06,G,G3,Grainger,3 years,RENT,80000,n,other,personal loan,IL,16.43,0,Dec-1997,2,8,0,465,93,30,f,0,0,0,0,1,,
1872,12500,12500,12500, 36 months,18.24,453.42,D,D5,Corporate Quality Coordinator,4 years,MORTGAGE,36480,n,debt_consolidation,Debt consolidation,MI,29.67,0,Oct-1997,3,14,1,3969,64,28,w,0,0,0,0,1,68411,6200
1873,12000,12000,12000, 36 months,12.12,399.26,B,B3,HHSC,10+ years,MORTGAGE,50000,n,debt_consolidation,Debt Consolidation,TX,32.11,1,Jan-2001,0,9,0,19640,54.3,28,f,0,0,0,0,1,80319,36200
1874,20000,20000,20000, 60 months,17.27,499.96,C,C5,,n/a,MORTGAGE,100000,n,small_business,Business Loan,MO,12.44,0,Dec-1986,2,22,0,33477,35.3,52,w,0,0,1965.02,353.7036,1,249183,94840
1875,6000,6000,6000, 36 months,19.47,221.37,D,D5,School psychologist ,5 years,MORTGAGE,65000,n,vacation,Vacation,WI,6.37,0,Dec-1996,2,8,0,7527,64.3,14,w,3594.48,3594.48,0,0,1,193343,11700
1876,29700,29700,29700, 36 months,10.64,967.29,B,B2,Frito Lay,4 years,MORTGAGE,66300,n,debt_consolidation,Debt consolidation,GA,21.43,0,Mar-1994,0,20,0,32115,39.3,44,w,0,0,28.03,5.0454,1,190336,81700
1877,16000,16000,16000, 60 months,17.86,405.08,D,D5,Policy Analyst,10+ years,MORTGAGE,102800,n,debt_consolidation,Debt consolidation,NY,19.43,0,May-1991,1,18,0,28619,81.8,44,w,15140.05,15140.05,0,0,1,115535,35000
1878,20000,20000,20000, 60 months,9.17,416.82,B,B2,Principal Staff Engineer,8 years,MORTGAGE,103000,n,debt_consolidation,Debt consolidation,NH,14.05,0,Aug-2001,0,5,0,12613,96.3,17,w,17830.75,17830.75,0,0,1,286848,13100
1879,12000,12000,11975, 36 months,15.8,420.71,C,C3,Capital Blue Cross,5 years,MORTGAGE,64000,n,credit_card,Bill Consolidation,PA,13.76,4,Apr-1985,3,11,0,5002,34,38,f,0,0,0,0,1,203519,14700
1880,22000,22000,22000, 60 months,17.27,549.96,C,C5,Bnsf railway,9 years,MORTGAGE,90000,n,debt_consolidation,Debt consolidation,TX,15.03,0,Oct-2002,0,11,0,7910,51.4,32,f,0,0,2505.84,24.86919999,1,153930,15400
1881,11625,11625,11625, 60 months,17.1,289.54,C,C5,Parts Consultant,3 years,RENT,34000,n,debt_consolidation,consolidation,WI,28.6,0,Aug-1988,2,8,0,12499,59.8,14,f,7759.21,7759.21,0,0,1,30011,20900
1882,2100,2100,2100, 36 months,12.69,70.45,C,C2,fraud analyst ,1 year,MORTGAGE,55000,n,vacation,Vacation,LA,20.1,0,May-1998,0,17,0,11604,48.3,30,w,2003.01,2003.01,0,0,1,250498,24000
1883,20400,20400,20400, 60 months,15.31,488.65,C,C2,pbfr,5 years,MORTGAGE,80000,n,credit_card,pay off credit cards,FL,10.47,0,Mar-1999,0,7,0,31951,78.9,15,f,0,0,0,0,1,31951,40500
1884,24000,24000,24000, 60 months,18.24,612.59,D,D5,IT Helpdesk Tech,10+ years,MORTGAGE,66500,n,home_improvement,Home improvement,VA,17.31,1,Dec-1999,3,8,0,3282,18.6,19,f,0,0,3423.63,34.2363,1,75737,17600
